,Student,Milestone,Time
149,vxf,M5,223
150,vxf,M6,0
151,vxf,M7,0
152,vxf,M8,375
153,vxf,M9,0
154,vxf,M10,0
155,vxf,M11,0
156,vxf,M12,0
157,vxf,M13,0
158,vxf,M14,0
159,vxf,M15,0
160,vxf,M16,0
161,vxf,M17,0
162,zbz,M0,64
163,zbz,M1,0
164,zbz,M2,2068
165,zbz,M3,0
166,zbz,M4,0
167,zbz,M5,0
168,zbz,M6,15
169,zbz,M7,0
170,zbz,M8,140
171,zbz,M9,536
172,zbz,M10,213
173,zbz,M11,810
174,zbz,M12,0
175,zbz,M13,500
176,zbz,M14,471
177,zbz,M15,834
178,zbz,M16,970
179,zbz,M17,0
180,haf,M0,156
181,haf,M1,1117
182,haf,M2,207
183,haf,M3,1304
184,haf,M4,0
185,haf,M5,95
186,haf,M6,8056
187,haf,M7,0
188,haf,M8,192
189,haf,M9,0
190,haf,M10,0
191,haf,M11,0
192,haf,M12,312
193,haf,M13,0
194,haf,M14,20
195,haf,M15,0
196,haf,M16,0
197,haf,M17,0
198,pgw,M0,0
199,pgw,M1,0
200,pgw,M2,1159
201,pgw,M3,0
202,pgw,M4,0
203,pgw,M5,4388
204,pgw,M6,0
205,pgw,M7,0
206,pgw,M8,13
207,pgw,M9,0
208,pgw,M10,0
209,pgw,M11,0
210,pgw,M12,0
211,pgw,M13,0
212,pgw,M14,0
213,pgw,M15,0
214,pgw,M16,921
215,pgw,M17,0
216,nro,M0,15
217,nro,M1,0
218,nro,M2,27
219,nro,M3,49
220,nro,M4,0
221,nro,M5,24
222,nro,M6,1703
223,nro,M7,0
224,nro,M8,2
225,nro,M9,0
226,nro,M10,0
227,nro,M11,0
228,nro,M12,41
229,nro,M13,48
230,nro,M14,64
231,nro,M15,69
232,nro,M16,12
233,nro,M17,64
234,ynz,M0,0
235,ynz,M1,0
236,ynz,M2,79
237,ynz,M3,249
238,ynz,M4,0
239,ynz,M5,15
240,ynz,M6,12
241,ynz,M7,0
242,ynz,M8,1641
243,ynz,M9,0
244,ynz,M10,0
245,ynz,M11,0
246,ynz,M12,105
247,ynz,M13,0
248,ynz,M14,158
249,ynz,M15,0
250,ynz,M16,575
251,ynz,M17,0
252,fic,M0,0
253,fic,M1,0
254,fic,M2,43
255,fic,M3,31
256,fic,M4,0
257,fic,M5,0
258,fic,M6,3109
259,fic,M7,0
260,fic,M8,59
261,fic,M9,0
262,fic,M10,0
263,fic,M11,0
264,fic,M12,0
265,fic,M13,0
266,fic,M14,151
267,fic,M15,101
268,fic,M16,17
269,fic,M17,185
270,ibu,M0,0
271,ibu,M1,0
272,ibu,M2,416
273,ibu,M3,0
274,ibu,M4,134
275,ibu,M5,59
276,ibu,M6,25
277,ibu,M7,0
278,ibu,M8,4093
279,ibu,M9,0
280,ibu,M10,0
281,ibu,M11,0
282,ibu,M12,0
283,ibu,M13,0
284,ibu,M14,191
285,ibu,M15,24
286,ibu,M16,1391
287,ibu,M17,0
288,vkv,M0,72
289,vkv,M1,884
290,vkv,M2,0
291,vkv,M3,0
292,vkv,M4,0
293,vkv,M5,0
294,vkv,M6,0
295,vkv,M7,0
296,vkv,M8,0
297,vkv,M9,0
298,vkv,M10,0
299,vkv,M11,0
300,vkv,M12,0
301,vkv,M13,0
302,vkv,M14,0
303,vkv,M15,0
304,vkv,M16,0
305,vkv,M17,0
306,feu,M0,0
307,feu,M1,0
308,feu,M2,357
309,feu,M3,120
310,feu,M4,0
311,feu,M5,67
312,feu,M6,189
313,feu,M7,0
314,feu,M8,2426
315,feu,M9,0
316,feu,M10,0
317,feu,M11,0
318,feu,M12,0
319,feu,M13,0
320,feu,M14,402
321,feu,M15,797
322,feu,M16,747
323,feu,M17,-16
324,cjc,M0,0
325,cjc,M1,0
326,cjc,M2,184
327,cjc,M3,79
328,cjc,M4,0
329,cjc,M5,218
330,cjc,M6,2456
331,cjc,M7,0
332,cjc,M8,4
333,cjc,M9,0
334,cjc,M10,0
335,cjc,M11,0
336,cjc,M12,979
337,cjc,M13,1063
338,cjc,M14,2658
339,cjc,M15,0
340,cjc,M16,231
341,cjc,M17,0
342,pyh,M0,0
343,pyh,M1,0
344,pyh,M2,172
345,pyh,M3,0
346,pyh,M4,3678
347,pyh,M5,148
348,pyh,M6,76
349,pyh,M7,0
350,pyh,M8,34
351,pyh,M9,0
352,pyh,M10,0
353,pyh,M11,0
354,pyh,M12,0
355,pyh,M13,0
356,pyh,M14,259
357,pyh,M15,0
358,pyh,M16,197
359,pyh,M17,0
